Date,Code,Crime,Arrests
Nov-22,108,OFFENSES AGAINST THE PERSON,1
Nov-22,114,SEX CRIMES,1
Nov-22,115,ASSAULT 3 & RELATED OFFENSES,3
Nov-22,115,FELONY ASSAULT,3
Nov-22,115,SEX CRIMES,2
Dec-22,001,FELONY ASSAULT,1
Dec-22,001,OFFENSES AGAINST THE PERSON,1
Dec-22,005,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,005,OFF. AGNST PUB ORD SENSBLTY &,1
Dec-22,005,SEX CRIMES,2
Dec-22,006,ROBBERY,1
Dec-22,007,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,013,ASSAULT 3 & RELATED OFFENSES,4
Dec-22,013,FELONY ASSAULT,2
Dec-22,013,ROBBERY,3
Dec-22,014,ASSAULT 3 & RELATED OFFENSES,7
Dec-22,014,FELONY ASSAULT,2
Dec-22,014,MISCELLANEOUS PENAL LAW,1
Dec-22,014,OFFENSES AGAINST THE PERSON,1
Dec-22,014,SEX CRIMES,1
Dec-22,017,ASSAULT 3 & RELATED OFFENSES,2
Dec-22,018,ASSAULT 3 & RELATED OFFENSES,2
Dec-22,019,FELONY ASSAULT,1
Dec-22,025,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,025,FELONY ASSAULT,1
Dec-22,026,FELONY ASSAULT,1
Dec-22,028,ASSAULT 3 & RELATED OFFENSES,3
Dec-22,030,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,032,FELONY ASSAULT,1
Dec-22,040,ASSAULT 3 & RELATED OFFENSES,3
Dec-22,041,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,041,FELONY ASSAULT,1
Dec-22,041,SEX CRIMES,1
Dec-22,044,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,046,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,047,FELONY ASSAULT,1
Dec-22,048,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,060,FELONY ASSAULT,1
Dec-22,066,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,066,FELONY ASSAULT,3
Dec-22,067,SEX CRIMES,1
Dec-22,069,ROBBERY,2
Dec-22,070,MISCELLANEOUS PENAL LAW,1
Dec-22,072,DISORDERLY CONDUCT,1
Dec-22,072,FELONY ASSAULT,1
Dec-22,073,ASSAULT 3 & RELATED OFFENSES,2
Dec-22,073,MISCELLANEOUS PENAL LAW,1
Dec-22,075,MISCELLANEOUS PENAL LAW,1
Dec-22,077,ASSAULT 3 & RELATED OFFENSES,2
Dec-22,078,FELONY ASSAULT,1
Dec-22,081,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,081,FELONY ASSAULT,1
Dec-22,083,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,083,OFFENSES AGAINST THE PERSON,1
Dec-22,084,ASSAULT 3 & RELATED OFFENSES,2
Dec-22,084,OFF. AGNST PUB ORD SENSBLTY &,1
Dec-22,084,OFFENSES AGAINST THE PERSON,1
Dec-22,103,FELONY ASSAULT,1
Dec-22,107,FELONY ASSAULT,2
Dec-22,108,ASSAULT 3 & RELATED OFFENSES,2
Dec-22,109,FELONY ASSAULT,1
Dec-22,110,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,110,FELONY ASSAULT,1
Dec-22,110,MISCELLANEOUS PENAL LAW,1
Dec-22,115,ASSAULT 3 & RELATED OFFENSES,1
Dec-22,115,SEX CRIMES,2
Jan-23,001,ASSAULT 3 & RELATED OFFENSES,3
Jan-23,001,FELONY ASSAULT,1
Jan-23,007,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,007,OFFENSES AGAINST THE PERSON,1
Jan-23,013,ASSAULT 3 & RELATED OFFENSES,4
Jan-23,013,FELONY ASSAULT,2
Jan-23,013,SEX CRIMES,1
Jan-23,014,ASSAULT 3 & RELATED OFFENSES,2
Jan-23,014,FELONY ASSAULT,2
Jan-23,014,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,014,OFFENSES AGAINST THE PERSON,1
Jan-23,017,ASSAULT 3 & RELATED OFFENSES,2
Jan-23,017,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,018,ASSAULT 3 & RELATED OFFENSES,3
Jan-23,019,ASSAULT 3 & RELATED OFFENSES,2
Jan-23,019,SEX CRIMES,1
Jan-23,023,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,024,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,024,SEX CRIMES,1
Jan-23,025,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,025,SEX CRIMES,1
Jan-23,028,ROBBERY,1
Jan-23,030,FELONY ASSAULT,1
Jan-23,033,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,033,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,040,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,044,ASSAULT 3 & RELATED OFFENSES,3
Jan-23,046,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,047,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,047,OFFENSES AGAINST THE PERSON,1
Jan-23,052,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,060,FELONY ASSAULT,1
Jan-23,060,SEX CRIMES,1
Jan-23,061,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,061,SEX CRIMES,1
Jan-23,066,FELONY ASSAULT,1
Jan-23,070,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,071,ASSAULT 3 & RELATED OFFENSES,2
Jan-23,072,ASSAULT 3 & RELATED OFFENSES,2
Jan-23,072,HARRASSMENT 2,1
Jan-23,072,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,073,ASSAULT 3 & RELATED OFFENSES,3
Jan-23,073,FELONY ASSAULT,1
Jan-23,073,MISCELLANEOUS PENAL LAW,1
Jan-23,073,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,075,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,075,FELONY ASSAULT,1
Jan-23,077,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,077,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,083,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,083,FELONY ASSAULT,2
Jan-23,084,ASSAULT 3 & RELATED OFFENSES,3
Jan-23,084,FELONY ASSAULT,3
Jan-23,084,OFF. AGNST PUB ORD SENSBLTY &,1
Jan-23,103,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,106,ASSAULT 3 & RELATED OFFENSES,2
Jan-23,106,FELONY ASSAULT,1
Jan-23,107,ROBBERY,1
Jan-23,108,OFFENSES AGAINST THE PERSON,1
Jan-23,108,SEX CRIMES,2
Jan-23,110,ASSAULT 3 & RELATED OFFENSES,2
Jan-23,115,ASSAULT 3 & RELATED OFFENSES,1
Jan-23,115,FELONY ASSAULT,3
Jan-23,115,SEX CRIMES,2
Feb-23,001,ASSAULT 3 & RELATED OFFENSES,2
Feb-23,001,SEX CRIMES,1
Feb-23,006,FELONY ASSAULT,1
Feb-23,006,OFF. AGNST PUB ORD SENSBLTY &,1
Feb-23,013,ASSAULT 3 & RELATED OFFENSES,2
Feb-23,013,ROBBERY,1
Feb-23,013,SEX CRIMES,1
Feb-23,014,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,014,FELONY ASSAULT,3
Feb-23,017,FELONY ASSAULT,2
Feb-23,017,OFFENSES AGAINST THE PERSON,1
Feb-23,018,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,018,FELONY ASSAULT,1
Feb-23,018,MISCELLANEOUS PENAL LAW,1
Feb-23,019,ASSAULT 3 & RELATED OFFENSES,2
Feb-23,019,OFF. AGNST PUB ORD SENSBLTY &,1
Feb-23,020,MISCELLANEOUS PENAL LAW,1
Feb-23,024,FELONY ASSAULT,2
Feb-23,028,ASSAULT 3 & RELATED OFFENSES,2
Feb-23,030,FELONY ASSAULT,2
Feb-23,032,SEX CRIMES,1
Feb-23,040,ASSAULT 3 & RELATED OFFENSES,3
Feb-23,040,FELONY ASSAULT,1
Feb-23,041,FELONY ASSAULT,2
Feb-23,043,ROBBERY,1
Feb-23,044,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,044,FELONY ASSAULT,1
Feb-23,045,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,045,FELONY ASSAULT,2
Feb-23,047,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,049,ASSAULT 3 & RELATED OFFENSES,2
Feb-23,052,ASSAULT 3 & RELATED OFFENSES,4
Feb-23,052,FELONY ASSAULT,1
Feb-23,060,FELONY ASSAULT,1
Feb-23,060,OFF. AGNST PUB ORD SENSBLTY &,1
Feb-23,070,DISORDERLY CONDUCT,1
Feb-23,073,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,073,SEX CRIMES,3
Feb-23,075,OFF. AGNST PUB ORD SENSBLTY &,1
Feb-23,083,OFFENSES AGAINST THE PERSON,1
Feb-23,084,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,084,FELONY ASSAULT,2
Feb-23,084,SEX CRIMES,1
Feb-23,090,MISCELLANEOUS PENAL LAW,1
Feb-23,107,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,108,ASSAULT 3 & RELATED OFFENSES,1
Feb-23,109,FELONY ASSAULT,2
Feb-23,109,ROBBERY,2
Feb-23,115,ASSAULT 3 & RELATED OFFENSES,3
Feb-23,115,FELONY ASSAULT,2
Feb-23,115,SEX CRIMES,1
Mar-23,001,ASSAULT 3 & RELATED OFFENSES,4
Mar-23,001,FELONY ASSAULT,1
Mar-23,001,ROBBERY,2
Mar-23,005,SEX CRIMES,1
Mar-23,006,FELONY ASSAULT,2
Mar-23,006,OFFENSES AGAINST THE PERSON,1
Mar-23,007,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,009,FELONY ASSAULT,1
Mar-23,013,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,013,MISCELLANEOUS PENAL LAW,1
Mar-23,013,OFFENSES AGAINST THE PERSON,1
Mar-23,013,SEX CRIMES,2
Mar-23,014,ASSAULT 3 & RELATED OFFENSES,4
Mar-23,014,FELONY ASSAULT,2
Mar-23,014,OFF. AGNST PUB ORD SENSBLTY &,4
Mar-23,014,SEX CRIMES,2
Mar-23,017,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,018,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,018,OFFENSES AGAINST THE PERSON,1
Mar-23,019,FELONY ASSAULT,1
Mar-23,019,OFFENSES AGAINST THE PERSON,1
Mar-23,019,ROBBERY,1
Mar-23,024,OFFENSES AGAINST THE PERSON,1
Mar-23,024,SEX CRIMES,1
Mar-23,026,SEX CRIMES,1
Mar-23,028,FELONY ASSAULT,2
Mar-23,030,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,033,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,034,FELONY ASSAULT,1
Mar-23,040,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,040,OFF. AGNST PUB ORD SENSBLTY &,2
Mar-23,040,OFFENSES AGAINST THE PERSON,1
Mar-23,041,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,043,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,044,ASSAULT 3 & RELATED OFFENSES,4
Mar-23,044,FELONY ASSAULT,1
Mar-23,047,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,052,FELONY ASSAULT,3
Mar-23,060,FELONY ASSAULT,1
Mar-23,062,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,066,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,069,FELONY ASSAULT,1
Mar-23,072,FELONY ASSAULT,2
Mar-23,072,ROBBERY,2
Mar-23,073,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,075,FELONY ASSAULT,1
Mar-23,077,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,077,FELONY ASSAULT,2
Mar-23,078,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,079,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,081,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,084,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,084,FELONY ASSAULT,1
Mar-23,088,FELONY ASSAULT,1
Mar-23,094,MISCELLANEOUS PENAL LAW,1
Mar-23,101,ASSAULT 3 & RELATED OFFENSES,2
Mar-23,103,FELONY ASSAULT,1
Mar-23,108,FELONY ASSAULT,1
Mar-23,108,MISCELLANEOUS PENAL LAW,1
Mar-23,109,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,110,ASSAULT 3 & RELATED OFFENSES,1
Mar-23,110,OFF. AGNST PUB ORD SENSBLTY &,1
Mar-23,110,SEX CRIMES,1
Mar-23,112,ROBBERY,1
Mar-23,115,ASSAULT 3 & RELATED OFFENSES,5
Mar-23,115,FELONY ASSAULT,1
Mar-23,115,SEX CRIMES,1
Apr-23,001,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,001,OFF. AGNST PUB ORD SENSBLTY &,1
Apr-23,006,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,007,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,010,FELONY ASSAULT,1
Apr-23,013,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,013,FELONY ASSAULT,2
Apr-23,013,OFF. AGNST PUB ORD SENSBLTY &,1
Apr-23,013,SEX CRIMES,1
Apr-23,014,ASSAULT 3 & RELATED OFFENSES,3
Apr-23,014,FELONY ASSAULT,3
Apr-23,014,SEX CRIMES,3
Apr-23,017,ASSAULT 3 & RELATED OFFENSES,3
Apr-23,017,SEX CRIMES,1
Apr-23,018,ASSAULT 3 & RELATED OFFENSES,3
Apr-23,018,OFFENSES AGAINST THE PERSON,1
Apr-23,019,ASSAULT 3 & RELATED OFFENSES,7
Apr-23,019,FELONY ASSAULT,2
Apr-23,019,SEX CRIMES,2
Apr-23,020,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,024,ASSAULT 3 & RELATED OFFENSES,3
Apr-23,024,FELONY ASSAULT,1
Apr-23,025,SEX CRIMES,1
Apr-23,026,SEX CRIMES,1
Apr-23,028,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,030,SEX CRIMES,1
Apr-23,033,OFF. AGNST PUB ORD SENSBLTY &,1
Apr-23,034,ROBBERY,3
Apr-23,040,SEX CRIMES,1
Apr-23,043,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,043,FELONY ASSAULT,1
Apr-23,043,SEX CRIMES,1
Apr-23,044,ASSAULT 3 & RELATED OFFENSES,3
Apr-23,044,FELONY ASSAULT,1
Apr-23,044,SEX CRIMES,1
Apr-23,045,FELONY ASSAULT,1
Apr-23,045,OFFENSES AGAINST THE PERSON,1
Apr-23,046,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,048,ASSAULT 3 & RELATED OFFENSES,2
Apr-23,048,FELONY ASSAULT,5
Apr-23,049,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,049,FELONY ASSAULT,1
Apr-23,052,ASSAULT 3 & RELATED OFFENSES,2
Apr-23,052,FELONY ASSAULT,1
Apr-23,060,OFF. AGNST PUB ORD SENSBLTY &,1
Apr-23,061,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,061,ROBBERY,1
Apr-23,070,ASSAULT 3 & RELATED OFFENSES,2
Apr-23,071,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,072,SEX CRIMES,1
Apr-23,073,FELONY ASSAULT,1
Apr-23,073,MISCELLANEOUS PENAL LAW,1
Apr-23,075,FELONY ASSAULT,1
Apr-23,075,OFF. AGNST PUB ORD SENSBLTY &,1
Apr-23,075,SEX CRIMES,1
Apr-23,077,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,077,FELONY ASSAULT,1
Apr-23,078,ASSAULT 3 & RELATED OFFENSES,2
Apr-23,078,OFFENSES AGAINST THE PERSON,2
Apr-23,081,ROBBERY,2
Apr-23,084,ASSAULT 3 & RELATED OFFENSES,2
Apr-23,090,ASSAULT 3 & RELATED OFFENSES,2
Apr-23,090,FELONY ASSAULT,2
Apr-23,094,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,100,SEX CRIMES,1
Apr-23,101,SEX CRIMES,1
Apr-23,103,OFFENSES AGAINST THE PERSON,1
Apr-23,106,ASSAULT 3 & RELATED OFFENSES,2
Apr-23,107,ASSAULT 3 & RELATED OFFENSES,4
Apr-23,108,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,109,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,110,ASSAULT 3 & RELATED OFFENSES,1
Apr-23,115,OFFENSES AGAINST THE PERSON,1
Apr-23,115,SEX CRIMES,3
May-23,001,ASSAULT 3 & RELATED OFFENSES,1
May-23,005,ASSAULT 3 & RELATED OFFENSES,2
May-23,005,FELONY ASSAULT,1
May-23,005,SEX CRIMES,1
May-23,006,ASSAULT 3 & RELATED OFFENSES,2
May-23,009,ASSAULT 3 & RELATED OFFENSES,1
May-23,009,FELONY ASSAULT,1
May-23,013,ASSAULT 3 & RELATED OFFENSES,2
May-23,013,FELONY ASSAULT,1
May-23,013,MISCELLANEOUS PENAL LAW,1
May-23,013,SEX CRIMES,1
May-23,014,ASSAULT 3 & RELATED OFFENSES,4
May-23,014,FELONY ASSAULT,1
May-23,014,MISCELLANEOUS PENAL LAW,1
May-23,014,OFF. AGNST PUB ORD SENSBLTY &,1
May-23,014,OFFENSES AGAINST THE PERSON,1
May-23,014,SEX CRIMES,2
May-23,018,ASSAULT 3 & RELATED OFFENSES,1
May-23,018,FELONY ASSAULT,1
May-23,020,ASSAULT 3 & RELATED OFFENSES,1
May-23,020,OFF. AGNST PUB ORD SENSBLTY &,1
May-23,023,SEX CRIMES,1
May-23,024,ASSAULT 3 & RELATED OFFENSES,2
May-23,024,MISCELLANEOUS PENAL LAW,1
May-23,025,ASSAULT 3 & RELATED OFFENSES,3
May-23,028,FELONY ASSAULT,1
May-23,030,ASSAULT 3 & RELATED OFFENSES,1
May-23,030,OFF. AGNST PUB ORD SENSBLTY &,1
May-23,033,ASSAULT 3 & RELATED OFFENSES,1
May-23,040,ASSAULT 3 & RELATED OFFENSES,1
May-23,041,ASSAULT 3 & RELATED OFFENSES,6
May-23,041,FELONY ASSAULT,1
May-23,043,ASSAULT 3 & RELATED OFFENSES,2
May-23,043,FELONY ASSAULT,2
May-23,044,ASSAULT 3 & RELATED OFFENSES,5
May-23,044,SEX CRIMES,1
May-23,046,ASSAULT 3 & RELATED OFFENSES,1
May-23,046,FELONY ASSAULT,1
May-23,048,ASSAULT 3 & RELATED OFFENSES,1
May-23,052,FELONY ASSAULT,1
May-23,060,FELONY ASSAULT,1
May-23,062,ASSAULT 3 & RELATED OFFENSES,1
May-23,062,FELONY ASSAULT,1
May-23,068,ASSAULT 3 & RELATED OFFENSES,1
May-23,068,OFF. AGNST PUB ORD SENSBLTY &,2
May-23,070,FELONY ASSAULT,1
May-23,072,MISCELLANEOUS PENAL LAW,1
May-23,072,OFF. AGNST PUB ORD SENSBLTY &,1
May-23,073,ASSAULT 3 & RELATED OFFENSES,2
May-23,073,FELONY ASSAULT,2
May-23,073,MISCELLANEOUS PENAL LAW,1
May-23,073,SEX CRIMES,1
May-23,075,OFFENSES AGAINST THE PERSON,1
May-23,077,FELONY ASSAULT,1
May-23,083,MISCELLANEOUS PENAL LAW,1
May-23,084,ASSAULT 3 & RELATED OFFENSES,7
May-23,084,FELONY ASSAULT,2
May-23,088,ASSAULT 3 & RELATED OFFENSES,1
May-23,088,ROBBERY,1
May-23,090,ASSAULT 3 & RELATED OFFENSES,1
May-23,104,OFFENSES AGAINST THE PERSON,1
May-23,107,FELONY ASSAULT,1
May-23,108,ASSAULT 3 & RELATED OFFENSES,5
May-23,108,OFFENSES AGAINST THE PERSON,1
May-23,108,SEX CRIMES,2
May-23,109,ASSAULT 3 & RELATED OFFENSES,1
May-23,110,ASSAULT 3 & RELATED OFFENSES,1
May-23,110,FELONY ASSAULT,1
May-23,110,OFFENSES AGAINST THE PERSON,1
May-23,110,SEX CRIMES,1
May-23,112,ASSAULT 3 & RELATED OFFENSES,1
May-23,112,SEX CRIMES,1
May-23,114,ASSAULT 3 & RELATED OFFENSES,1
May-23,114,OFFENSES AGAINST THE PERSON,2
May-23,115,ASSAULT 3 & RELATED OFFENSES,1
May-23,115,FELONY ASSAULT,5
May-23,115,OFFENSES AGAINST THE PERSON,2
May-23,115,SEX CRIMES,5
Jun-23,001,ASSAULT 3 & RELATED OFFENSES,2
Jun-23,001,MISCELLANEOUS PENAL LAW,1
Jun-23,005,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,005,SEX CRIMES,1
Jun-23,006,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,006,FELONY ASSAULT,4
Jun-23,007,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,013,ASSAULT 3 & RELATED OFFENSES,3
Jun-23,013,SEX CRIMES,2
Jun-23,014,ASSAULT 3 & RELATED OFFENSES,7
Jun-23,014,FELONY ASSAULT,3
Jun-23,014,OFF. AGNST PUB ORD SENSBLTY &,2
Jun-23,014,OFFENSES AGAINST THE PERSON,1
Jun-23,014,SEX CRIMES,3
Jun-23,017,FELONY ASSAULT,1
Jun-23,017,SEX CRIMES,1
Jun-23,018,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,018,FELONY ASSAULT,1
Jun-23,019,FELONY ASSAULT,1
Jun-23,019,MISCELLANEOUS PENAL LAW,1
Jun-23,020,SEX CRIMES,1
Jun-23,025,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,026,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,026,MISCELLANEOUS PENAL LAW,1
Jun-23,030,FELONY ASSAULT,2
Jun-23,032,FELONY ASSAULT,3
Jun-23,032,ROBBERY,1
Jun-23,033,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,033,FELONY ASSAULT,1
Jun-23,040,ASSAULT 3 & RELATED OFFENSES,7
Jun-23,040,FELONY ASSAULT,1
Jun-23,040,ROBBERY,1
Jun-23,040,SEX CRIMES,1
Jun-23,044,ASSAULT 3 & RELATED OFFENSES,2
Jun-23,044,FELONY ASSAULT,1
Jun-23,052,ASSAULT 3 & RELATED OFFENSES,3
Jun-23,052,OFFENSES AGAINST THE PERSON,1
Jun-23,060,ASSAULT 3 & RELATED OFFENSES,2
Jun-23,060,FELONY ASSAULT,1
Jun-23,062,ASSAULT 3 & RELATED OFFENSES,3
Jun-23,069,FELONY ASSAULT,1
Jun-23,070,SEX CRIMES,1
Jun-23,071,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,071,MISCELLANEOUS PENAL LAW,1
Jun-23,072,DISORDERLY CONDUCT,1
Jun-23,073,ASSAULT 3 & RELATED OFFENSES,3
Jun-23,073,DISORDERLY CONDUCT,1
Jun-23,075,MISCELLANEOUS PENAL LAW,1
Jun-23,076,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,076,FELONY ASSAULT,1
Jun-23,077,FELONY ASSAULT,1
Jun-23,083,OFFENSES AGAINST THE PERSON,1
Jun-23,084,DISORDERLY CONDUCT,1
Jun-23,084,OFFENSES AGAINST THE PERSON,1
Jun-23,088,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,090,FELONY ASSAULT,1
Jun-23,100,HARRASSMENT 2,1
Jun-23,100,SEX CRIMES,1
Jun-23,103,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,104,OFFENSES AGAINST THE PERSON,1
Jun-23,104,ROBBERY,1
Jun-23,106,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,106,FELONY ASSAULT,1
Jun-23,107,FELONY ASSAULT,1
Jun-23,108,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,108,OFFENSES AGAINST THE PERSON,3
Jun-23,109,FELONY ASSAULT,2
Jun-23,110,ASSAULT 3 & RELATED OFFENSES,3
Jun-23,110,OFFENSES AGAINST THE PERSON,1
Jun-23,112,OFFENSES AGAINST THE PERSON,1
Jun-23,114,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,115,ASSAULT 3 & RELATED OFFENSES,1
Jun-23,115,SEX CRIMES,1
Jul-23,001,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,001,FELONY ASSAULT,1
Jul-23,001,SEX CRIMES,1
Jul-23,005,ASSAULT 3 & RELATED OFFENSES,2
Jul-23,006,FELONY ASSAULT,1
Jul-23,013,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,013,FELONY ASSAULT,1
Jul-23,014,ASSAULT 3 & RELATED OFFENSES,9
Jul-23,014,FELONY ASSAULT,2
Jul-23,014,OFF. AGNST PUB ORD SENSBLTY &,3
Jul-23,014,OFFENSES AGAINST THE PERSON,2
Jul-23,014,SEX CRIMES,1
Jul-23,018,ASSAULT 3 & RELATED OFFENSES,7
Jul-23,018,FELONY ASSAULT,1
Jul-23,018,MISCELLANEOUS PENAL LAW,1
Jul-23,018,OFF. AGNST PUB ORD SENSBLTY &,1
Jul-23,019,ASSAULT 3 & RELATED OFFENSES,2
Jul-23,020,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,020,FELONY ASSAULT,2
Jul-23,023,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,024,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,025,ASSAULT 3 & RELATED OFFENSES,2
Jul-23,028,OFF. AGNST PUB ORD SENSBLTY &,2
Jul-23,030,OFF. AGNST PUB ORD SENSBLTY &,1
Jul-23,030,OFFENSES AGAINST THE PERSON,1
Jul-23,040,ASSAULT 3 & RELATED OFFENSES,3
Jul-23,040,FELONY ASSAULT,1
Jul-23,041,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,043,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,044,ASSAULT 3 & RELATED OFFENSES,6
Jul-23,044,MISCELLANEOUS PENAL LAW,1
Jul-23,047,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,060,ASSAULT 3 & RELATED OFFENSES,2
Jul-23,060,FELONY ASSAULT,3
Jul-23,066,SEX CRIMES,1
Jul-23,067,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,068,FELONY ASSAULT,1
Jul-23,071,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,071,DISORDERLY CONDUCT,1
Jul-23,072,FELONY ASSAULT,2
Jul-23,073,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,073,OFFENSES AGAINST THE PERSON,1
Jul-23,075,ASSAULT 3 & RELATED OFFENSES,2
Jul-23,078,ASSAULT 3 & RELATED OFFENSES,4
Jul-23,079,FELONY ASSAULT,1
Jul-23,083,DISORDERLY CONDUCT,1
Jul-23,084,ASSAULT 3 & RELATED OFFENSES,5
Jul-23,084,SEX CRIMES,1
Jul-23,088,SEX CRIMES,1
Jul-23,090,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,100,OFFENSES AGAINST THE PERSON,3
Jul-23,103,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,108,FELONY ASSAULT,1
Jul-23,108,OFFENSES AGAINST THE PERSON,1
Jul-23,109,ASSAULT 3 & RELATED OFFENSES,1
Jul-23,109,SEX CRIMES,2
Jul-23,110,FELONY ASSAULT,1
Jul-23,110,SEX CRIMES,1
Jul-23,112,FELONY ASSAULT,2
Jul-23,115,ASSAULT 3 & RELATED OFFENSES,2
Jul-23,115,FELONY ASSAULT,1
Jul-23,115,SEX CRIMES,2
Aug-23,001,ASSAULT 3 & RELATED OFFENSES,3
Aug-23,007,ASSAULT 3 & RELATED OFFENSES,1
Aug-23,013,ASSAULT 3 & RELATED OFFENSES,4
Aug-23,013,FELONY ASSAULT,3
Aug-23,014,ASSAULT 3 & RELATED OFFENSES,6
Aug-23,014,FELONY ASSAULT,1
